Player;Pos;Comp;Shots;PasTotPrgDist;Assists;SCA;Tkl+Int;ToAtt
wilson odobert;MFFW;Ligue 1;1.53;68.6;0.2;3.37;2.04;4.9
florent ogier;DF;Ligue 1;0.19;385.2;0.1;0.95;2.48;0.38
david okereke;FWMF;Serie A;2.25;59.1;0.0;3.25;0.69;2.63
caleb okoli;DF;Serie A;0.53;220.0;0.0;0.11;5.0;0.11
lucas olaza;DF;La Liga;0.31;255.6;0.0;2.16;2.99;0.82
michael olise;MFFW;Premier League;1.5;166.1;0.26;4.25;2.68;4.44
brian olivan;DF;La Liga;0.55;232.6;0.27;2.02;2.79;0.55
lucas oliveira rosa;DF;La Liga;0.47;140.8;0.0;1.25;6.41;1.88
mathias olivera;DF;Serie A;0.34;309.2;0.0;2.71;3.73;1.53
dani olmo;MFFW;Bundesliga;3.13;138.3;0.48;4.7;1.93;4.1
ado onaiwu;FW;Ligue 1;1.32;35.1;0.15;1.76;0.74;0.59
amadou onana;MF;Premier League;1.21;115.9;0.06;1.33;4.18;2.3
karim onisiwo;FWMF;Bundesliga;2.59;39.4;0.05;3.32;0.67;3.73
lois openda;FW;Ligue 1;3.44;32.6;0.07;2.12;0.33;1.79
willi orban;DF;Bundesliga;0.89;485.5;0.0;0.79;3.37;0.42
ivan ordets;DF;Bundesliga;0.32;182.5;0.0;0.26;3.29;0.0
divock origi;FW;Serie A;2.7;35.2;0.16;2.7;0.63;3.17
aimar oroz;MFFW;La Liga;1.11;84.6;0.09;3.43;2.31;1.94
riccardo orsolini;FW;Serie A;3.59;119.1;0.23;3.75;1.8;2.97
jordi osei-tutu;FWDF;Bundesliga;1.72;99.3;0.0;1.72;3.97;2.93
victor osimhen;FW;Serie A;4.42;18.5;0.19;2.37;0.32;2.37
paulo otavio;DF;Bundesliga;0.89;274.4;0.32;1.65;4.62;1.96
dango ouattara;MF;Premier League;3.08;76.94;0.35;3.58;3.39;4.43
azzedine ounahi;MF;Ligue 1;1.93;218.08;0.0;3.56;2.64;5.89
adam ounas;FW;Serie A;2.46;200.22;0.11;5.38;2.35;7.74
thomas ouwejan;DF;Bundesliga;0.6;334.8;0.12;3.45;3.57;0.36
salih ozcan;MF;Bundesliga;0.15;224.8;0.08;1.45;3.28;0.76
cenk ozkacar;DF;La Liga;1.05;373.3;0.0;1.4;2.28;0.35
jon pacheco;DF;La Liga;0.13;345.3;0.0;0.27;2.0;0.27
exequiel palacios;MF;Bundesliga;0.86;254.4;0.11;3.33;5.48;0.43
helibelton palacios;DF;La Liga;0.23;215.9;0.0;1.01;2.48;1.09
isaac palazon camacho;FWMF;La Liga;2.57;123.2;0.24;3.41;1.98;2.81
joao palhinha;MF;Premier League;1.29;121.8;0.0;0.88;5.9;0.92
nicolas pallois;DF;Ligue 1;0.26;299.7;0.0;0.13;4.47;0.26
erik palmer-brown;DF;Ligue 1;0.24;280.8;0.0;0.72;2.15;0.43
emerson palmieri;DFMF;Premier League;1.15;162.1;0.0;2.62;2.46;1.8
lucas paqueta;MF;Premier League;2.61;192.98;0.15;3.33;3.11;1.74
leandro paredes;MF;Serie A;1.41;430.73;0.15;3.27;3.91;0.63
daniel parejo;MF;La Liga;0.72;356.3;0.15;2.87;2.46;0.82
fabiano parisi;DF;Serie A;0.74;298.8;0.0;1.97;3.24;3.24
thomas partey;MF;Premier League;1.29;331.8;0.0;3.04;3.63;1.4
mario paali?;MFFW;Serie A;1.14;116.7;0.18;2.72;2.63;0.88
patric;DF;Serie A;0.11;344.5;0.0;0.34;1.8;0.22
nathan patterson;DFMF;Premier League;0.73;191.4;0.0;1.55;4.55;1.82
gabriel paulista;DF;La Liga;1.34;414.5;0.0;0.61;2.44;0.0
benjamin pavard;DF;Bundesliga;1.05;492.2;0.07;2.22;4.58;0.26
dimitri payet;MFFW;Ligue 1;2.69;217.9;0.38;5.64;0.51;2.69
mads pedersen;DFMF;Bundesliga;0.17;131.7;0.0;1.39;3.57;1.3
alfonso pedraza;DF;La Liga;1.61;129.4;0.11;2.15;2.37;3.01
pedri;MFFW;La Liga;0.94;219.6;0.0;3.92;2.57;2.57
pedro;FW;Serie A;1.85;104.0;0.16;2.5;1.45;2.74
jordan pefok;FW;Bundesliga;2.11;33.7;0.37;1.74;1.65;0.73
lorenzo pellegrini;MF;Serie A;2.01;160.1;0.28;4.41;2.63;2.74
luca pellegrini;DF;Bundesliga;2.26;328.2;0.0;2.26;3.23;4.19
ruben pena;DFMF;La Liga;1.51;209.5;0.14;1.64;3.29;1.78
nicolas pepe;FWMF;Ligue 1;2.87;92.1;0.0;3.01;1.25;4.63
pepin;MF;Serie A;0.63;199.8;0.16;2.22;3.17;1.59
andreas pereira;MF;Premier League;1.42;150.0;0.28;4.06;0.71;1.65
danilo pereira;DFMF;Ligue 1;0.98;394.9;0.0;1.21;2.88;0.23
mathias pereira lage;MFFW;Ligue 1;1.5;91.4;0.08;1.83;2.58;1.58
roberto pereyra;DFMF;Serie A;1.45;184.1;0.29;3.72;1.98;3.08
carles perez;MFFW;La Liga;2.21;54.9;0.32;2.74;1.58;2.53
kike perez;MF;La Liga;1.68;184.2;0.07;2.62;3.02;2.42
lucas perez;FW;La Liga;2.43;92.3;0.0;2.14;0.57;1.29
luis perez;DF;La Liga;0.15;159.1;0.15;1.76;4.56;1.76
nehuen perez;DF;Serie A;0.69;377.9;0.0;1.2;3.2;0.29
ivan perii?;DFMF;Premier League;0.95;160.8;0.32;2.97;2.78;1.65
romain perraud;DF;Premier League;1.76;160.0;0.15;2.44;3.44;2.06
gaetan perrin;MFFW;Ligue 1;1.63;86.5;0.12;1.74;1.63;4.77
lucas perrin;DF;Ligue 1;0.1;297.3;0.0;0.79;4.26;0.2
matteo pessina;MF;Serie A;0.94;236.0;0.12;2.41;2.41;1.71
andrea petagna;FW;Serie A;1.77;41.8;0.31;2.29;0.73;2.08
german pezzella;DF;La Liga;0.44;309.6;0.0;0.5;3.65;0.06
giuseppe pezzella;DF;Serie A;0.28;261.0;0.14;1.53;3.19;1.81
luca pfeiffer;FW;Bundesliga;1.67;64.0;0.0;2.78;0.28;0.69
krzysztof pi?tek;FW;Serie A;2.42;32.7;0.16;1.8;0.63;0.7
charles pickel;MF;Serie A;1.1;134.4;0.0;1.87;3.1;0.39
amos pieper;DF;Bundesliga;0.55;307.2;0.06;0.74;3.5;0.12
ronael pierre-gabriel;DF;La Liga;0.51;237.67;0.13;2.05;5.38;2.18
andrea pinamonti;FW;Serie A;2.69;23.9;0.0;2.48;0.55;1.38
ethan pinnock;DF;Premier League;0.5;169.9;0.0;0.64;2.0;0.14
yeremi pino;MFFW;La Liga;1.69;62.7;0.08;2.02;3.06;2.58
lorenzo pirola;DF;Serie A;0.3;178.6;0.0;0.45;4.24;0.3
oscar plano;FWMF;La Liga;1.27;84.4;0.07;2.39;3.24;1.27
gonzalo plata;FWMF;La Liga;1.76;56.2;0.2;3.43;3.24;6.67
marvin plattenhardt;DF;Bundesliga;0.29;303.8;0.15;2.79;2.57;0.96
alassane plea;FW;Bundesliga;1.38;174.9;0.6;4.05;1.72;1.55
tommaso pobega;MF;Serie A;1.56;108.6;0.0;2.81;3.28;0.63
daniel podence;FWMF;Premier League;2.26;114.0;0.0;3.7;1.78;2.81
matteo politano;FW;Serie A;2.17;182.1;0.33;5.98;2.28;4.35
ezequiel ponce;FW;La Liga;2.11;31.6;0.0;1.71;0.92;1.45
julien ponceau;MF;Ligue 1;0.56;162.1;0.32;3.02;2.3;1.9
marin pongra?i?;DF;Serie A;0.11;263.0;0.0;0.68;3.64;0.23
jackson porozo;DF;Ligue 1;1.24;169.9;0.0;0.58;3.21;0.58
portu;DFMF;La Liga;1.15;153.6;0.26;3.08;2.05;2.44
stefan posch;DF;Serie A;0.87;340.78;0.07;1.73;4.64;0.8
alejandro pozo pozo;DF;La Liga;0.35;297.3;0.09;1.84;3.25;0.61
sanjin prci?;MF;Ligue 1;1.51;268.0;0.07;1.71;2.76;0.92
grischa promel;MF;Bundesliga;1.85;80.8;0.08;1.51;2.35;0.59
javi puado;FWMF;La Liga;2.19;37.3;0.08;2.03;1.02;1.8
christian pulisic;FWDF;Premier League;2.21;60.6;0.15;2.94;1.91;5.0
adrien rabiot;MF;Serie A;1.42;141.7;0.13;3.1;3.23;1.87
nemanja radonji?;MFFW;Serie A;3.43;72.7;0.1;2.84;0.29;6.67
ivan radovanovi?;MFDF;Serie A;0.93;213.6;0.0;0.27;2.53;0.13
antonio raillo;DF;La Liga;0.3;233.3;0.0;0.35;2.15;0.1
ivan rakiti?;MF;La Liga;1.62;245.0;0.19;3.14;3.52;0.67
largie ramazani;FWMF;La Liga;2.52;58.1;0.0;2.35;1.39;4.26
adil rami;DF;Ligue 1;0.67;321.3;0.0;0.83;3.0;0.17
sergio ramos;DF;Ligue 1;0.59;488.2;0.06;0.82;2.59;0.71
aaron ramsey;MF;Ligue 1;1.5;194.5;0.09;3.19;4.25;1.77
jacob ramsey;MF;Premier League;0.88;104.8;0.15;2.77;3.94;1.46
raphinha;FW;La Liga;3.64;182.5;0.37;5.33;1.96;3.93
elba rashani;MFDF;Ligue 1;1.4;69.4;0.07;1.33;2.38;2.24
marcus rashford;FW;Premier League;3.02;66.2;0.15;2.66;1.06;3.77
giacomo raspadori;FWMF;Serie A;3.62;84.91;0.0;3.33;1.45;1.88
rafael ratao;FW;Ligue 1;1.34;106.5;0.16;2.83;3.86;4.49
david raum;DFFW;Bundesliga;0.69;218.1;0.08;2.67;3.44;1.91
rayan raveloson;MFDF;Ligue 1;1.25;195.3;0.0;1.61;3.39;1.25
tim ream;DF;Premier League;0.13;375.2;0.0;0.83;2.52;0.43
ante rebi?;FW;Serie A;3.16;79.3;0.35;3.68;1.05;2.28
arkadiusz reca;DF;Serie A;0.74;222.6;0.07;2.01;2.95;1.54
harrison reed;MF;Premier League;0.79;116.9;0.05;2.08;1.88;0.84
bobby reid;FWDF;Premier League;1.24;127.8;0.05;2.03;2.23;1.68
karim rekik;DF;La Liga;0.68;349.9;0.14;0.95;1.08;0.41
marco reus;MF;Bundesliga;2.07;75.5;0.23;2.53;2.18;1.26
elvis rexhbecaj;MF;Bundesliga;0.51;134.9;0.0;1.46;2.47;0.67
gio reyna;FWMF;Bundesliga;2.68;116.6;0.0;2.86;2.32;3.04
samuele ricci;MF;Serie A;0.83;189.7;0.08;1.88;1.88;1.13
declan rice;MF;Premier League;1.14;263.8;0.05;3.0;3.91;1.27
richarlison;MFFW;Premier League;2.5;89.5;0.36;3.39;2.32;2.86
marco richter;MFFW;Bundesliga;2.92;100.8;0.21;2.71;3.02;4.58
diego rico;DF;La Liga;0.34;317.6;0.0;1.9;3.36;1.72
tomas rincon;MF;Serie A;0.61;168.8;0.14;1.7;3.67;1.29
renaud ripart;FWMF;Ligue 1;2.77;70.9;0.09;3.04;3.3;3.04
rodrigo riquelme;MFFW;La Liga;2.41;85.7;0.07;2.48;1.06;4.89
sergi roberto;DF;La Liga;1.0;224.2;0.0;1.5;2.67;0.83
lucas robertone;MF;La Liga;1.39;201.0;0.18;3.7;3.09;2.12
andrew robertson;DF;Premier League;0.61;316.5;0.34;3.95;1.84;1.5
antonee robinson;DF;Premier League;0.05;273.1;0.0;1.92;3.01;2.12
marc roca;MF;Premier League;0.93;267.9;0.06;1.54;3.7;0.99
enzo roco;DF;La Liga;0.47;275.4;0.0;0.7;2.11;0.31
sebastian rode;MF;Bundesliga;0.5;231.1;0.13;2.13;3.13;0.63
joe rodon;DF;Ligue 1;0.54;335.2;0.0;0.23;1.38;0.0
rodri;MF;Premier League;1.61;400.9;0.21;3.42;3.42;0.73
rodrigo;FWMF;Premier League;3.61;50.8;0.07;2.08;0.9;1.11
rodrigo;FWMF;La Liga;0.8;145.0;0.1;2.8;1.4;2.6
oscar rodriguez arnaiz;MF;La Liga;2.26;204.7;0.0;3.38;2.78;1.2
dani rodriguez;MF;La Liga;0.85;95.9;0.15;2.38;2.92;2.15
guido rodriguez;MF;La Liga;0.55;230.4;0.0;1.1;4.21;1.04
ricardo rodriguez;DF;Serie A;0.39;305.5;0.0;1.96;3.53;0.46
rodrygo;FW;La Liga;3.79;73.0;0.38;5.15;1.21;5.0
mads roerslev;DF;Premier League;0.29;92.2;0.0;1.15;2.21;0.48
agustin rogel;DF;Bundesliga;0.33;261.3;0.0;0.22;2.0;0.0
rogerio;DF;Serie A;0.33;345.1;0.11;1.75;2.19;0.71
alessio romagnoli;DF;Serie A;0.36;315.4;0.0;0.41;2.59;0.05
cristian romero;DF;Premier League;0.45;331.4;0.0;0.6;3.98;0.83
oriol romeu;MF;Premier League;0.9;198.29;0.0;1.52;3.54;0.51
cristiano ronaldo;FW;Premier League;4.31;44.5;0.0;1.72;0.52;1.55
valentin rongier;MF;Ligue 1;0.61;264.3;0.0;2.18;4.01;1.37
marten de roon;MF;Serie A;0.45;241.2;0.06;1.45;3.07;0.17
pablo rosario;MFDF;Ligue 1;0.46;246.2;0.0;1.83;3.21;0.92
anthony rouault;DF;Ligue 1;0.55;344.7;0.05;0.23;3.29;0.23
nicolo rovella;MF;Serie A;1.09;314.53;0.0;3.07;4.15;0.69
amir rrahmani;DF;Serie A;0.9;490.5;0.0;0.9;2.24;0.15
ruan;DF;Serie A;0.36;181.8;0.0;0.54;3.93;0.18
antonio rudiger;DF;La Liga;1.03;325.8;0.0;0.81;1.18;0.0
mario rui;DF;Serie A;0.53;445.6;0.4;4.77;2.65;0.6
aitor ruibal;DFFW;La Liga;0.98;210.4;0.0;2.5;4.67;3.7
fabian ruiz pena;MF;Ligue 1;1.24;276.1;0.1;1.62;3.33;0.95
georginio rutter;FW;Premier League;2.29;38.61;0.17;3.13;1.18;6.35
julian ryerson;DF;Bundesliga;1.35;211.86;0.0;2.13;3.36;3.16
youssouf sabaly;DF;La Liga;0.45;261.4;0.0;1.53;3.15;1.71
abdelhamid sabiri;MFFW;Serie A;2.45;145.4;0.0;3.43;1.86;3.53
marcel sabitzer;MF;Premier League;2.25;231.68;0.12;1.88;4.75;0.38
falaye sacko;DF;Ligue 1;0.21;182.8;0.14;1.21;3.29;1.36
alexis saelemaekers;FWDF;Serie A;1.45;115.1;0.13;2.37;3.55;2.76
wesley said;FWMF;Ligue 1;3.64;78.8;0.0;3.03;0.76;3.33
allan saint-maximin;FW;Premier League;2.39;124.4;0.42;4.37;1.27;7.89
bukayo saka;FW;Premier League;2.45;106.3;0.4;4.8;1.75;4.05
hamza sakhi;MF;Ligue 1;1.61;241.1;0.11;3.62;3.85;1.44
mamadou sakho;DF;Ligue 1;0.53;302.6;0.0;0.53;1.93;0.0
mohamed salah;FW;Premier League;3.15;77.5;0.2;3.76;0.76;3.25
amine salama;FWMF;Ligue 1;1.8;60.2;0.09;2.07;1.44;3.33
william saliba;DF;Premier League;0.24;417.0;0.05;0.48;2.07;0.43
mohammed salisu;DF;Premier League;0.76;339.6;0.05;1.1;3.81;0.43
yoann salmier;DF;Ligue 1;0.53;293.7;0.0;0.58;2.8;0.42
lazar samardzic;MF;Serie A;3.33;227.6;0.11;6.02;2.58;3.44
mama samba balde;FW;Ligue 1;3.14;38.7;0.17;2.34;1.71;3.54
samuel;FWMF;La Liga;2.73;83.1;0.0;3.23;2.22;3.94
fede san emeterio;MF;La Liga;0.28;125.6;0.0;0.46;1.94;0.19
antonio sanabria;FW;Serie A;2.15;35.4;0.08;1.57;0.66;0.99
oihan sancet;MF;La Liga;2.04;106.9;0.0;2.87;1.15;2.42
alexis sanchez;FW;Ligue 1;2.39;98.6;0.06;3.87;0.92;2.21
antonio sanchez;MF;La Liga;1.41;112.5;0.0;1.83;2.39;2.54
davinson sanchez;DF;Premier League;0.63;297.2;0.0;0.63;3.91;0.63
ivan sanchez;MFFW;La Liga;1.52;153.5;0.0;3.42;1.9;4.81
javi sanchez;DF;La Liga;0.5;264.2;0.0;0.44;3.46;0.13
manuel sanchez;DF;La Liga;0.54;167.3;0.11;2.58;3.55;1.08
jadon sancho;FW;Premier League;0.96;90.8;0.12;4.58;1.08;2.89
alex sandro;DF;Serie A;0.24;321.3;0.08;1.57;2.36;1.42
leroy sane;MFFW;Bundesliga;3.68;145.7;0.22;4.34;1.62;5.51
baptiste santamaria;MF;Ligue 1;1.05;324.9;0.0;3.14;3.6;0.81
riccardo saponara;FW;Serie A;2.84;109.5;0.25;4.07;1.11;3.46
pablo sarabia;FW;Premier League;1.74;124.01;0.0;3.98;1.43;1.58
muhammed saracevic cham;MF;Ligue 1;2.13;157.3;0.15;3.09;2.06;2.43
martin satriano;FW;Serie A;2.1;36.4;0.07;1.67;0.87;2.46
teji savanier;MF;Ligue 1;1.79;305.0;0.06;4.22;3.18;3.7
stefan savi?;DF;La Liga;0.0;367.3;0.0;0.55;3.83;0.16
joe scally;DF;Bundesliga;0.3;166.1;0.0;1.37;1.55;1.07
giorgio scalvini;DF;Serie A;0.73;328.4;0.0;1.31;4.38;1.09
gianluca scamacca;FW;Premier League;2.91;36.7;0.0;2.33;1.36;1.36
andras schafer;MF;Bundesliga;0.71;64.5;0.0;1.19;2.86;3.45
fabian schar;DF;Premier League;1.54;328.7;0.0;1.78;3.08;0.48
patrik schick;FW;Bundesliga;2.95;42.7;0.0;2.53;0.11;1.26
kingsley schindler;DFMF;Bundesliga;0.0;203.5;0.0;1.9;3.65;1.11
xaver schlager;MF;Bundesliga;0.29;240.9;0.0;1.57;3.29;1.21
nico schlotterbeck;DF;Bundesliga;0.67;453.7;0.21;1.24;3.52;0.57
jeffrey schlupp;MF;Premier League;0.88;114.1;0.0;1.44;3.43;1.77
romano schmid;MF;Bundesliga;0.86;176.4;0.19;2.86;2.29;2.76
niklas schmidt;MF;Bundesliga;1.61;214.8;0.0;4.46;3.04;3.04
benno schmitz;DF;Bundesliga;0.32;305.4;0.0;2.13;3.23;0.45
jerdy schouten;MF;Serie A;0.31;184.9;0.08;1.78;3.8;1.55
perr schuurs;DF;Serie A;0.53;221.1;0.15;0.6;3.31;0.38
alidu seidu;DF;Ligue 1;0.26;231.3;0.0;0.97;3.74;2.26
nelson semedo;DF;Premier League;0.21;190.9;0.07;1.42;4.18;1.63
marcos senesi;DF;Premier League;0.13;324.7;0.0;0.44;3.52;0.31
stefano sensi;MF;Serie A;1.21;404.2;0.0;3.46;4.67;1.78
suat serdar;MF;Bundesliga;1.29;111.4;0.0;2.07;3.79;3.36
leonardo sernicola;DF;Serie A;1.19;172.1;0.07;2.65;3.58;1.46
ryan sessegnon;DF;Premier League;2.0;119.4;0.0;2.56;2.56;1.11
stephan el shaarawy;DFMF;Serie A;2.15;221.5;0.0;3.67;2.53;4.94
luke shaw;DF;Premier League;0.36;353.4;0.06;2.34;3.11;0.84
kiliann sildillia;DFMF;Bundesliga;0.5;236.8;0.12;1.37;2.61;1.24
andre silva;FW;Bundesliga;2.93;46.9;0.23;3.61;0.6;3.01
bernardo silva;MFFW;Premier League;1.08;150.3;0.32;3.5;2.61;2.99
caio henrique oliveira silva;DF;Ligue 1;0.47;287.9;0.37;3.11;3.11;0.95
david silva;MF;La Liga;1.21;144.5;0.16;3.06;1.94;1.94
thiago silva;DF;Premier League;0.5;554.1;0.1;0.6;3.02;0.15
abdallah sima;FW;Ligue 1;2.33;37.1;0.0;2.04;1.26;1.65
mohamed simakan;DF;Bundesliga;0.76;368.8;0.11;0.98;2.17;1.74
moses simon;FWMF;Ligue 1;1.32;72.4;0.11;3.22;1.15;3.56
lassine sinayoko;MFFW;Ligue 1;2.05;100.2;0.15;3.03;3.11;3.64
wilfried singo;DF;Serie A;1.18;207.6;0.08;1.6;1.76;1.85
luis sinisterra;FW;Premier League;2.17;102.2;0.0;3.67;3.33;4.67
moussa sissoko;MF;Ligue 1;0.79;129.9;0.0;1.81;2.2;1.1
ellyes skhiri;MF;Bundesliga;1.07;243.7;0.06;1.92;4.75;1.07
robert skov;DF;Bundesliga;2.91;210.8;0.17;3.16;1.88;1.79
milan kriniar;DF;Serie A;0.43;376.8;0.0;0.48;2.14;0.16
islam slimani;FW;Ligue 1;1.27;60.3;0.09;2.09;0.55;1.09
chris smalling;DF;Serie A;0.55;220.5;0.0;0.28;2.4;0.09
adam smith;DF;Premier League;0.15;233.7;0.05;0.7;2.49;0.95
danilo soares;DF;Bundesliga;0.08;225.4;0.0;1.51;4.92;0.87
ruben sobrino;FWMF;La Liga;1.3;47.3;0.08;1.6;1.91;1.76
dominic solanke;FWMF;Premier League;2.26;32.2;0.19;1.57;0.57;2.96
nikola soldo;DF;Bundesliga;1.07;210.7;0.0;0.71;2.86;0.18
carlos soler;MF;La Liga;1.01;155.08;0.19;2.69;1.21;0.83
brandon soppy;DF;Serie A;1.03;198.53;0.44;3.09;1.47;3.68
roberto soriano;FWMF;Serie A;0.79;142.0;0.26;3.33;2.72;0.96
borna sosa;DFMF;Bundesliga;0.82;351.4;0.55;4.64;2.09;1.64
florian sotoca;MFFW;Ligue 1;2.76;171.7;0.3;4.37;2.41;1.21
toma sou?ek;MF;Premier League;1.03;128.3;0.05;1.96;4.51;0.43
adama soumaoro;DF;Serie A;0.15;274.7;0.0;0.44;2.12;0.15
boubakary soumare;MF;Premier League;0.11;182.4;0.0;0.54;5.38;0.65
vinicius souza;MF;La Liga;0.24;113.4;0.0;1.12;6.12;0.76
djibril sow;MF;Bundesliga;0.76;242.6;0.0;1.76;2.94;0.59
stijn spierings;MF;Ligue 1;0.82;288.8;0.0;1.45;4.32;1.32
leonardo spinazzola;DF;Serie A;0.44;226.1;0.11;2.56;1.0;3.22
anton stach;MF;Bundesliga;1.57;149.9;0.22;2.54;2.99;2.24
kostas stafylidis;MFDF;Bundesliga;1.43;196.1;0.36;1.96;4.82;0.71
jens stage;MF;Bundesliga;0.64;96.9;0.11;1.6;3.51;0.74
niklas stark;DF;Bundesliga;0.17;376.0;0.0;0.68;4.49;0.08
raheem sterling;FWMF;Premier League;1.65;69.8;0.16;3.15;0.87;3.86
lars stindl;FWMF;Bundesliga;2.32;133.2;0.61;4.04;1.62;0.81
kevin stoger;MF;Bundesliga;1.69;267.4;0.06;4.83;3.43;1.98
petar stojanovi?;DF;Serie A;0.38;295.1;0.08;2.52;3.36;1.83
john stones;DF;Premier League;0.53;379.2;0.15;0.84;1.3;0.53
jørgen strand larsen;FW;La Liga;2.25;19.2;0.27;1.53;0.9;1.44
gabriel strefezza;FWMF;Serie A;2.2;117.5;0.0;3.14;2.77;3.77
pascal struijk;DF;Premier League;0.7;293.4;0.05;1.51;4.78;0.97
cristhian stuani;FW;La Liga;2.64;11.7;0.0;2.08;0.83;0.28
damian suarez;DF;La Liga;0.2;283.5;0.0;2.5;3.5;1.4
isaac success;FW;Serie A;1.62;54.4;0.28;3.66;0.7;2.46
niklas sule;DF;Bundesliga;1.09;417.3;0.16;1.8;1.48;0.47
crysencio summerville;FW;Premier League;1.73;73.9;0.13;3.07;2.67;2.93
ivan unji?;MF;Bundesliga;0.57;131.4;0.0;1.6;4.72;0.47
mattias svanberg;MF;Bundesliga;1.43;91.3;0.36;2.59;2.23;1.7
issiaga sylla;DF;Ligue 1;0.55;254.03;0.0;2.16;4.26;2.23
dominik szoboszlai;MFFW;Bundesliga;1.67;203.1;0.53;5.47;2.33;3.0
alexander sørloth;FW;La Liga;2.38;19.81;0.07;2.5;0.63;2.29
nicolas tagliafico;DF;Ligue 1;0.71;263.6;0.15;2.34;5.23;1.27
jonathan tah;DF;Bundesliga;0.42;336.7;0.0;0.66;2.41;0.12
flavien tait;MF;Ligue 1;1.26;245.2;0.13;3.18;2.98;2.65
montassar talbi;DF;Ligue 1;0.18;248.4;0.05;0.27;2.23;0.27
adrien tameze;MF;Serie A;0.4;122.9;0.0;1.44;2.64;1.15
renato tapia;MF;La Liga;0.52;201.8;0.0;1.82;3.9;1.3
edmond tapsoba;DF;Bundesliga;0.41;447.8;0.0;1.02;2.86;0.51
florian tardieu;MF;Ligue 1;0.89;374.5;0.0;4.02;4.82;1.07
james tarkowski;DF;Premier League;0.71;325.8;0.0;0.52;2.52;0.29
nuno tavares;DFMF;Ligue 1;2.48;211.7;0.0;2.61;2.67;5.27
marcus tavernier;MFFW;Premier League;1.78;100.3;0.27;2.33;1.99;4.73
enzo tchato;DF;Ligue 1;0.29;160.3;0.1;1.92;2.6;1.25
aurelien tchouameni;MF;La Liga;1.44;321.5;0.17;2.54;4.66;1.36
alex telles;DF;La Liga;0.48;216.3;0.24;2.74;1.9;1.67
simon terodde;FW;Bundesliga;2.25;23.1;0.0;2.61;1.34;0.7
filippo terracciano;DFMF;Serie A;0.52;159.0;0.0;1.38;2.76;0.86
martin terrier;FWMF;Ligue 1;3.2;106.2;0.27;3.81;2.65;1.77
tete;FW;Premier League;2.48;93.11;0.14;2.41;2.62;4.4
kenny tete;DF;Premier League;0.38;255.3;0.25;1.85;4.71;0.89
arthur theate;DF;Ligue 1;0.55;448.5;0.0;0.78;1.83;0.5
malick thiaw;DF;Serie A;0.54;261.94;0.0;0.35;3.57;0.72
jan thielmann;FW;Bundesliga;1.55;55.5;0.17;1.72;1.9;3.97
sada thioub;FWMF;Ligue 1;1.15;194.8;0.16;3.28;2.46;3.44
luke thomas;DF;Premier League;0.26;311.0;0.0;1.69;4.29;1.04
adrien thomasson;MF;Ligue 1;1.86;153.32;0.17;3.55;2.03;1.53
kristian thorstvedt;MF;Serie A;1.43;124.5;0.1;1.94;2.24;0.51
marcus thuram;FW;Bundesliga;3.41;31.1;0.17;2.46;0.95;3.07
khephren thuram-ulie;MF;Ligue 1;1.08;161.0;0.17;2.22;3.12;1.93
youri tielemans;MF;Premier League;1.2;302.0;0.05;3.28;3.55;1.04
steffen tigges;FW;Bundesliga;1.7;42.4;0.09;2.17;1.04;0.94
jean-clair todibo;DF;Ligue 1;0.21;433.5;0.0;0.72;3.13;0.87
harry toffolo;DF;Premier League;0.44;189.9;0.0;2.5;2.35;1.18
karl toko ekambi;FWMF;Ligue 1;2.59;85.6;0.12;2.95;1.26;3.43
corentin tolisso;MF;Ligue 1;0.97;414.9;0.0;3.88;2.82;1.26
jeremy toljan;DF;Serie A;0.21;272.0;0.05;1.82;1.98;0.53
rafael toloi;DF;Serie A;0.81;274.2;0.06;1.68;4.29;0.37
tiago tomas;FWMF;Bundesliga;2.07;54.6;0.22;2.17;0.76;3.26
takehiro tomiyasu;DF;Premier League;0.18;293.0;0.18;1.58;5.79;0.53
fikayo tomori;DF;Serie A;0.34;333.4;0.0;0.8;3.54;0.23
sandro tonali;MF;Serie A;1.26;189.1;0.23;3.33;2.99;0.63
ivan toney;FW;Premier League;2.76;61.6;0.15;2.11;1.26;1.51
ferran torres;FW;La Liga;3.75;74.4;0.0;2.5;0.83;5.14
oliver torres;MFFW;La Liga;1.03;166.3;0.06;2.88;2.05;1.92
pau torres;DF;La Liga;0.29;380.8;0.0;1.71;1.41;0.88
lucas torro;MF;La Liga;1.08;147.2;0.0;0.96;3.05;0.66
birama toure;MF;Ligue 1;0.69;207.5;0.0;0.96;4.04;0.6
lucas tousart;MF;Bundesliga;1.19;116.7;0.0;1.3;3.79;1.02
adama traore;FWMF;Premier League;1.3;70.1;0.1;2.7;1.1;5.7
hamari traore;DF;Ligue 1;0.99;320.7;0.11;2.21;2.98;0.55
oscar trejo;MFFW;La Liga;0.67;126.3;0.22;3.81;2.31;3.88
christopher trimmel;DF;Bundesliga;0.68;216.2;0.38;2.78;3.23;0.6
kieran trippier;DF;Premier League;0.37;437.2;0.18;4.93;3.36;0.97
leandro trossard;FW;Premier League;2.72;131.74;0.13;3.57;1.29;2.98
adrien truffert;DF;Ligue 1;0.4;231.0;0.34;2.03;3.67;1.86
tuta;DF;Bundesliga;0.34;310.7;0.0;0.56;2.74;0.45
iyenoma udogie;DF;Serie A;1.04;164.3;0.12;3.37;3.93;3.68
